Nombre del Tratado,Bilateral,Lugar de Adopcion,Fecha de Adopcion,Estados-Organismos,Temas,Naturaleza del Tratado,Depositario,Suscribio Por Colombia,Vigente,Fecha Ley Aprobatoria,Numero Ley Aprobatoria,Sentencia Fecha Ley,Sentencia Numero,Decreto Fecha Diario Oficial,Decreto Numero Diario Oficial
"CANJE DE NOTAS RELATIVO A LA SUPRESION DE VISAS PARA LOS TITULARES DE PASAPORTES DIPLOMATICOS, OFICIALES Y DE SERVICIO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA ARGELINA DEMOCRATICA Y POPULAR",SI,ARGEL,28/10/2013,ARGELIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),19/11/2014,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE COOPERACION ECONOMICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA POPULAR DE CHINA,SI,BOGOTA,29/10/1985,CHINA REPUBLICA POPULAR,(NO REGISTRA),TRATADO,(NO REGISTRA),(NO REGISTRA),SI,20/12/1988,72 DE 1988,20/06/1989,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO BASICO DE COOPERACION TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO DE BELGICA,SI,BRUSELAS,19/10/1971,BELGICA,(NO REGISTRA),TRATADO,(NO REGISTRA),ALFREDO VASQUEZ CARRIZOSA MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),28/11/1972,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ADMINISTRATIVO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO DE LOS PAISES BAJOS RELATIVO AL PROYECTO FORTALECIMIENTO DE LA ATENCION PRIMARIA EN SALUD PARA EL DEPARTAMENTO DE NARIÑO,SI,BOGOTA,19/08/1994,PAISES BAJOS,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),RODRIGO PARDO GARCIA-PEÑA MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),19/08/1994,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE SERVICIOS AEREOS ENTRE LA REPUBLICA DE COLOMBIA Y EL ESTADO DE KUWAIT,SI,BOGOTA,08/12/2021,KUWAIT,(NO REGISTRA),TRATADO,(NO REGISTRA),JAIR ORLANDO FAJARDO FAJARDO - DIRECTO GENERAL UNIDAD ADMINISTRATIVA DE AERONAUTICA CIVIL,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE GEORGIA SOBRE EXENCION DE VISADOS PARA PORTADORES DE PASAPORTES DIPLOMATICOS OFICIALES O DE SERVICIO,SI,TIFLIS,21/02/2017,GEORGIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),VICEMINISTRA DE RELACIONES EXTERIORES - PATTY LONDOÑO JARAMILLO,SI,(NO REGISTRA),(NO REGISTRA),04/08/2017,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
MEMORANDO DE ENTENDIMIENTO SOBRE COOPERACION ECONOMICA EN COMERCIO Y ASISTENCIA TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE AUSTRIA,SI,BOGOTA,30/01/2012,AUSTRIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MONICA LANZETTA MUTIS VICEMINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),30/01/2012,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE EL OTORGAMIENTO DE PERMISOS PARA RADIOAFICIONADOS PARA UTILIZAR SUS TRANSMISORES EN UNO Y OTRO ESTADO ENTRE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE ARGENTINA.,SI,BOGOTA,26/02/1972,ARGENTINA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ALFREDO VAZQUEZ CARRIZOSA - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),26/02/1972,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO CULTURAL ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DEL LIBANO,SI,BOGOTA,06/06/1961,LIBANO,(NO REGISTRA),TRATADO,(NO REGISTRA),JULIO CESAR TURBAY AYALA MINISTRO DE RELACIONES EXTERIORES,SI,31/12/1973,65 DE 1973,04/06/2001,(NO REGISTRA),21/12/2001,2828 DE 2001
CONVENCION SOBRE CANJE DE PUBLICACIONES ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE CHILE,SI,BOGOTA,03/04/1908,CHILE,(NO REGISTRA),TRATADO,(NO REGISTRA),FRANCISCO JOSE URRUTIA - MINISTRO DE RELACIONES EXTERIORRES,SI,(NO REGISTRA),(NO REGISTRA),01/07/1908,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE EL PROYECTO BIODIVERSIDAD Y DESARROLLO EN ECO-REGIONES ESTRATEGICAS DE COLOMBIA ENTRE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERAL DE ALEMANIA,SI,BOGOTA,20/06/2002,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GUILLERMO FERNANDEZ DE SOTO MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),20/06/2002,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE COOPERACION TECNICA Y CIENTIFICA ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE COSTA RICA,SI,SAN ANDRES,22/06/1980,COSTA RICA,(NO REGISTRA),TRATADO,(NO REGISTRA),ALVARO URIBE VARGAS MINISTRO DE RELACIONES EXTERIORES,SI,19/12/1986,116 DE 1985,12/03/1996,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE DONACION DE CINCO MILLONES DE YUANES DE RENMINBI DESTINADA A PROPORCIONAR MODULOS Y COMPUTADORAS PARA LAS ZONAS AFECTADAS POR EL TERREMOTO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA POPULAR DE CHINA,SI,BEIJING,14/05/1999,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GUILLERMO FERNANDEZ DE SOTO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),14/05/1999,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION DE LAS NACIONES UNIDAS CONTRA EL TRAFICO ILICITO DE ESTUPEFACIENTES Y SUSTANCIAS PSICOTROPICAS,NO,VIENA,20/12/1988,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,GUILLERMO PLAZAS ALCID MINISTRO DE JUSTICIA,SI,23/08/1993,67 DE 1993,10/09/1994,C-176/1994,26/04/1995,671 DE 1995
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE EL CUMPLIMIENTO DEL CONVENIO COOPERACION ECONOMICA ENTRE EL GOBIERNO DE LA REPUBLICA POPULAR DE CHINA Y EL GOBIERNO DE LA REPUBLICA DE COLOMBIA,SI,BOGOTA,14/07/2003,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO ISACKSON - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),14/07/2003,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION INTERAMERICANA SOBRE OBLIGACIONES ALIMENTARIAS,NO,MONTEVIDEO,15/07/1989,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,04/08/1998,449 DE 1998,26/08/2010,C-184 DE 1999,(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO ADICIONAL SOBRE EL PROYECTO DESARROLLO MUNICIPAL ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERAL DE ALEMANIA,SI,BOGOTA,08/01/1998,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA EMMA MEJIA VELEZ - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),08/01/1998,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO REGIONAL DE APERTURA DE MERCADOS EN FAVOR DE ECUADOR (ACUERDO NO.2)PROTOCOLO DE ADECUACION,SI,MONTEVIDEO,19/10/1993,ECUADOR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,ANTONIO URDANETA GUERRERO,SI,(NO REGISTRA),(NO REGISTRA),19/10/1993,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE EL MEJORAMIENTO DE INSTRUMENTOS MUSICALES PARA LA FUNDACION NACIONAL DE ORQUESTAS SINFONICAS JUVENILES E INFANTILES BATUTA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL JAPON,SI,BOGOTA,23/03/2006,JAPON,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),23/03/2006,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERAL DE ALEMANIA SOBRE EL FOMENTO DE LA COOPERACION EMPRESA - EMPRESA EN COLOMBIA,SI,BOGOTA,23/12/1986,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JULIO LONDOÑO PAREDES MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),23/12/1986,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ADMINISTRATIVO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO DE LOS PAISES BAJOS RELATIVO AL PROYECTO ASESORIA HOLANDESA A LA CDMB EN EL CAMPO DE LA TECNOLOGIA DEL TRATAMIENTO DE AGUAS RESIDUALES,SI,BOGOTA,19/08/1994,PAISES BAJOS,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),RODRIGO PARDO-GARCIA PEÑA MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),01/04/1993,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"CONVENIO COMPLEMENTARIO AL ACUERDO BASICO DE COOPERACION TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERATIVA DEL BRASIL PARA LA IMPLEMENTACION DEL PROYECTO CAPACITACION DE TECNICOS COLOMBIANOS EN LAS AREAS DE MONITOREO HIDROLOGICO, DE CALIDAD DE AGUA, Y DE AUTOMATIZACION DE LAS REDES HIDROLOGICAS E INTERCAMBIO DE EXPERIENCIAS Y CONOCIMIENTOS SOBRE GESTION DE LOS RECURSOS HIDRICOS",SI,BRASILIA,10/11/2009,BRASIL,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),TONY JOZAME AMAR - EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO,SI,(NO REGISTRA),(NO REGISTRA),10/11/2009,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE COMPLEMENTACION ECONOMICA NO 49 CELEBRADO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE CUBA TERCER PROTOCOLO ADICIONAL,SI,MONTEVIDEO,13/11/2017,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,(NO REGISTRA),TRATADO,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,EMBAJADORA DE COLOMBIA ANTE LA REPUBLICA ORIENTAL DEL URUGUAY - NATALIA ABELLO VIVIES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ACUERDO DE COOPERACION CULTURAL, EDUCATIVA Y DEPORTIVA ENTRE LA REPUBLICA DE COLOMBIA Y LOS EMIRATOS ARABES UNIDOS",SI,BOGOTA,09/02/2016,EMIRATOS ARABES UNIDOS,(NO REGISTRA),TRATADO,(NO REGISTRA),MARIA ANGELA HOLGUIN CUELLAR - MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE VISAS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y LOS ESTADOS UNIDOS DE AMERICA RELATIVO A LOS TEXTILES Y PRODUCTOS TEXTILES,SI,WASHINGTON,31/10/1995,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),(NO REGISTRA),SI,(NO REGISTRA),(NO REGISTRA),31/10/1995,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE INTERCAMBIO CULTURAL ENTRE LOS GOBIERNOS DE BELICE Y COLOMBIA,SI,BELMOPAN,12/12/1983,BELICE,(NO REGISTRA),TRATADO,(NO REGISTRA),EDGAR HERNANDEZ ENCARGADO DE NEGOCIOS DE LA REPUBLICA DE COLOMBIA,SI,29/12/1995,247 DE 1995,03/12/1999,C-380/1996,11/04/2000,611 DE 2000
TRATADO DE EXTRADICION ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE CHILE,SI,BOGOTA,16/11/1914,CHILE,(NO REGISTRA),TRATADO,(NO REGISTRA),MARCO FIDEL SUAREZ - MINISTRO DE RELACIONES EXTERIORES,SI,16/06/1928,8 DE 1928,04/08/1928,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENMIENDA A LA CONSTITUCION DE LA ORGANIZACIÓN MUNDIAL DE LA SALUD OMS - ENMIENDAS AL ARTICULO 7 ADOPTADA POR LA 18 ASAMBLEA MUNDIAL DE LA SALUD,NO,GINEBRA,20/05/1965,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),NO,27/12/2006,1113 DE 2006,(NO REGISTRA),C-721 DE 2007,31/03/2008,930 DE 2008
CONVENIO DE SALUD ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA PERUANA,SI,IQUITOS PERU,13/11/1959,PERU,(NO REGISTRA),TRATADO,(NO REGISTRA),JOSE ANTONIO JACOME MINISTRO DE SALUD PUBLICA,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA FEDEREATIVA DEL BRASIL SOBRE SANIDAD ANIMAL EN AREAS DE FRONTERA,SI,BOGOTA,16/07/1985,BRASIL,(NO REGISTRA),TRATADO,(NO REGISTRA),AUGUSTO RAMIREZ OCAMPO MINISTRO DE RELACIONES EXTERIORES,SI,09/06/1993,51 DE 1993,18/05/1994,C-087/94,(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE ASISTENCIA MILITAR ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,17/04/1952,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GONZALO RESTREPO JARAMILLO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),17/04/1952,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE TRANSPORTES AEREOS ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA FRANCESA SUSCRITO EN BOGOTA EL 28 DE ABRIL DE 1953 ASI COMO SUS MODIFICACIONES MEDIANTE EL CANJE DE NOTAS SUSCRITO EN BOGOTA EL 30 DE MARZO DE 1962 EL CANJE DE NOTAS SUSCRITO EN PARIS EL 8 DE MARZO DE 1973 Y EL CANJE DE NOTAS SUSCRITO EN BOGOTA EL 22 DE NOVIEMBRE DE 1983 Y EL 9 DE DICIEMBRE DE 1983,SI,BOGOTA,28/04/1953,FRANCIA,(NO REGISTRA),TRATADO,(NO REGISTRA),JUAN URIBE HOLGUIN - MINISTRO DE RELACIONES EXTERIORES,SI,04/01/1988,06 DE 1988,25/01/1990,(NO REGISTRA),14/05/1988,1018 DE 1988
ACUERDO BINACIONAL ENTRE LA REPUBLICA DEL ECUADOR Y LA REPUBLICA DE COLOMBIA PARA PROMOVER Y FACILITAR EL TRANSPORTE Y EXPORTACION DE HIDROCARBUROS,SI,QUITO,11/02/2013,ECUADOR,(NO REGISTRA),TRATADO,(NO REGISTRA),(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO REGIONAL DE RECONOCIMIENTO DE ESTUDIOS TITULOS Y DIPLOMAS DE EDUCACION SUPERIOR EN AMERICA LATINA Y EL CARIBE,NO,BUENOS AIRES,13/07/2019,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION LA CIENCIA Y LA CULTURA-UNESCO,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION LA CIENCIA Y LA CULTURA-UNESCO,LUIS FERNANDO PEREZ PEREZ - VICEMINISTRO DE EDUCACION SUPERIOR,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE EL PROYECTO FONDO DE ESTUDIOS Y EXPERTOS ENTRE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERAL DE ALEMANIA,SI,BOGOTA,16/11/2000,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GUILLERMO FERNANDEZ DE SOTO MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),16/11/2000,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE MINAMATA SOBRE EL MERCURIO,NO,KUMAMOTO,10/10/2013,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),NO,11/05/2018,1892 DE 2018,26/08/2019,SENTENCIA C-275-19,(NO REGISTRA),(NO REGISTRA)
CONVENIO DE RECONOCIMIENTO MUTUO DE LOS TITULOS DIPLOMAS Y GRADOS ACADEMICOS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA POPULAR DE BULGARIA,SI,BOGOTA,16/09/1982,BULGARIA,(NO REGISTRA),TRATADO,(NO REGISTRA),RODRIGO LLOREDA CAICEDO - MINISTRO DE RELACIONES EXTERIORES,SI,30/01/1985,LEY 35 DE 1985,19/03/1985,(NO REGISTRA),04/05/1985,1282 DE 1985
CONVENIO DE COOPERACION CULTURAL ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA HELENICA,SI,ROMA,20/12/1990,GRECIA,(NO REGISTRA),TRATADO,(NO REGISTRA),LUIS FERNANDO JARAMILLO MINISTRO DE RELACIONES EXTERIORES,SI,03/08/1995,205 DE 1995,03/07/1996,C-110/1996,15/10/1999,2061 DE 1999
DECLARACION DE INTENCION DE LA REPUBLICA DE COLOMBIA Y DE LOS ESTADOS UNIDOS DE AMERICA,SI,WASHINGTON,25/02/1991,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JAIME JIRALDO,SI,(NO REGISTRA),(NO REGISTRA),25/02/1991,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE EL PROYECTO DE COOPERACION CON LA CAJA SOCIAL DE AHORROS (CSA) ENTRE EL GOBERINO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERAL DE ALEMANIA,SI,BOGOTA,14/01/1993,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN DE RUBIO - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),14/01/1993,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
REGLAMENTO DE TRANSITO Y TRANSPORTE TERRESTRE TURISTICO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DEL ECUADOR,SI,TULCAN,11/12/2012,ECUADOR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA ANGELA HOLGUIN - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),11/12/2012,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ADMINISTRATIVO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO DE LOS PAISES BAJOS RELATIVO AL PROYECTO FORTALECIMIENTO DE LA ATENCION PRIMARIA EN SALUD,SI,BOGOTA,02/03/1993,PAISES BAJOS,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),02/03/1993,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE EL PROYECTO SUPRESION DE VISADOS EN LOS PASAPORTES DIPLOMATICOS Y OFICIALES O DE SERVICIO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE ITALIA,SI,BOGOTA,25/05/1962,ITALIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JOSE JOAQUIN CAICEDO CASTILLA MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),25/05/1962,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO PARA EL ESTABLECIMIENTO DEL INSTITUTO GLOBAL PARA EL CRECIMIENTO VERDE,NO,RIO DE JANEIRO,20/06/2012,OTROS,(NO REGISTRA),TRATADO,(NO REGISTRA),(NO REGISTRA),NO,24/05/2019,1954 DE 2019,(NO REGISTRA),C-479,(NO REGISTRA),(NO REGISTRA)
CONVENIO SOBRE LA COOPERACION ECONOMICA Y TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA POPULAR DE CHINA,SI,BOGOTA,01/06/2007,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),FERNANDO ARAUJO PERDOMO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),01/06/2007,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE TRANSPORTE TRANSFRONTERIZO DE PASAJEROS POR CARRETERA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL ECUADOR,SI,POPAYAN,12/05/1994,ECUADOR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN DE RUBIO - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),11/06/1994,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA UNION EUROPEA Y LA REPUBLICA DE COLOMBIA POR EL QUE SE CREA UN MARCO PARA LA PARTICIPACION DE LA REPUBLICA DE COLOMBIA EN LAS OPERACIONES DE GESTION DE CRISIS DE LA UNION EUROPEA,NO,BOGOTA,05/08/2014,UNIÓN EUROPEA,(NO REGISTRA),TRATADO,(NO REGISTRA),MINISTRO DE DEFENSA NACIONAL - JUAN CARLOS PINZON BUENO,SI,24/07/2018,LEY 1925,01/03/2020,C-440,(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE TRANSPORTE AEREO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE CHILE,SI,CARTAGENA DE INDIAS,27/01/2022,CHILE,(NO REGISTRA),TRATADO,(NO REGISTRA),MARTA LUCIA RAMIREZ - VICEPRESIDENTE Y MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COREA Y EL GOBIERNO DE LA REPUBLICA DE COLOMBIA PARA LA PROMOCION Y PROTECCION DE INVERSIONES,SI,SEUL,06/07/2010,COREA,(NO REGISTRA),TRATADO,(NO REGISTRA),LUIS GUILLERMO PLATA PAEZ - MINISTRO DE COMERCIO INDUSTRIA Y TURISMO,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
